school,conf,rk,w,l,wl,ap_pre,ap_high,ap_final,ncaa_numeric,season,coaches,year
alabama-birmingham,CUSA,6,15,16,0.7029767580712655,30,30,30,0,2011-12,Mike Davis (15-16),2011
alabama-birmingham,CUSA,7,22,9,0.4561636514422651,30,30,30,1,2010-11,Mike Davis (22-9),2010
alabama-birmingham,CUSA,8,25,9,0.633032369759303,30,24,30,0,2009-10,Mike Davis (25-9),2009
alabama-birmingham,CUSA,9,22,12,0.04219644847869475,30,30,30,0,2008-09,Mike Davis (22-12),2008
alabama-birmingham,CUSA,10,23,11,0.8611925421636918,30,30,30,0,2007-08,Mike Davis (23-11),2007
alabama-birmingham,CUSA,11,15,16,0.5661093569541774,30,30,30,0,2006-07,Mike Davis (15-16),2006
alabama-birmingham,CUSA,12,24,7,0.1475770387611124,30,24,25,1,2005-06,Mike Anderson (24-7),2005
alabama-birmingham,CUSA,13,22,11,0.025815593773419576,30,30,30,2,2004-05,Mike Anderson (22-11),2004
alabama-birmingham,CUSA,14,22,10,0.535818730470781,30,30,30,8,2003-04,Mike Anderson (22-10),2003
alabama-birmingham,CUSA,15,21,13,0.5289927704565512,30,30,30,0,2002-03,Mike Anderson (21-13),2002
alabama-birmingham,CUSA,16,13,17,0.07859259586075285,30,30,30,0,2001-02,Murry Bartow (13-17),2001
alabama-birmingham,CUSA,17,17,14,0.7707338209180782,30,30,30,0,2000-01,Murry Bartow (17-14),2000
alabama-birmingham,CUSA,18,14,14,0.534542413317305,30,30,30,0,1999-00,Murry Bartow (14-14),1999
alabama-birmingham,CUSA,19,20,12,0.8144650906030095,30,30,30,1,1998-99,Murry Bartow (20-12),1998
alabama-birmingham,CUSA,20,21,12,0.12740667159479646,30,30,30,0,1997-98,Murry Bartow (21-12),1997
alabama-birmingham,CUSA,21,18,14,0.3125487206102031,30,30,30,0,1996-97,Murry Bartow (18-14),1996
alabama-birmingham,CUSA,22,16,14,0.8640388004079599,30,30,30,0,1995-96,Gene Bartow (16-14),1995
alabama-birmingham,GMWC,23,14,16,0.21487657817119388,30,30,30,0,1994-95,Gene Bartow (14-16),1994
alabama-birmingham,GMWC,24,22,8,0.439168917631064,30,17,30,1,1993-94,Gene Bartow (22-8),1993
alabama-birmingham,GMWC,25,21,14,0.5047694676758987,30,30,30,0,1992-93,Gene Bartow (21-14),1992
alabama-birmingham,GMWC,26,20,9,0.8301934703469885,30,30,30,0,1991-92,Gene Bartow (20-9),1991
alabama-birmingham,Sun Belt,27,18,13,0.6219480060622871,30,30,30,0,1990-91,Gene Bartow (18-13),1990
alabama-birmingham,Sun Belt,28,22,9,0.42564774865040866,30,30,30,1,1989-90,Gene Bartow (22-9),1989
alabama-birmingham,Sun Belt,29,22,12,0.636107141037218,30,30,30,0,1988-89,Gene Bartow (22-12),1988
alabama-birmingham,Sun Belt,30,16,15,0.814896177731878,30,30,30,0,1987-88,Gene Bartow (16-15),1987
alabama-birmingham,Sun Belt,31,21,11,0.31741113128108367,30,30,30,1,1986-87,Gene Bartow (21-11),1986
alabama-birmingham,Sun Belt,32,25,11,0.21582994413107504,16,12,30,2,1985-86,Gene Bartow (25-11),1985
alabama-birmingham,Sun Belt,33,25,9,0.4433204665451931,30,13,30,2,1984-85,Gene Bartow (25-9),1984
alabama-birmingham,Sun Belt,34,23,11,0.3587842139121349,30,30,30,1,1983-84,Gene Bartow (23-11),1983
alabama-birmingham,Sun Belt,35,19,14,0.31623106238145715,30,30,30,1,1982-83,Gene Bartow (19-14),1982
alabama-birmingham,Sun Belt,36,25,6,0.36857620616455156,14,9,17,16,1981-82,Gene Bartow (25-6),1981
alabama-birmingham,Sun Belt,37,23,9,0.9602038274665916,30,30,30,8,1980-81,Gene Bartow (23-9),1980
alabama-birmingham,Sun Belt,38,18,12,0.397103197917559,30,30,30,0,1979-80,Gene Bartow (18-12),1979
alcorn-state,SWAC,1,18,14,0.860557512540936,30,30,30,0,2016-17,Montez Robinson (18-14),2016
alcorn-state,SWAC,2,15,15,0.45677167403757246,30,30,30,0,2015-16,Montez Robinson (15-15),2015
alcorn-state,SWAC,3,6,26,0.5787682402327541,30,30,30,0,2014-15,Luther Riley (6-26),2014
alcorn-state,SWAC,4,12,19,0.7882649655881712,30,30,30,0,2013-14,Luther Riley (12-19),2013
alcorn-state,SWAC,5,10,24,0.44387692754467534,30,30,30,0,2012-13,Luther Riley (10-24),2012
alcorn-state,SWAC,6,10,22,0.6187074019031304,30,30,30,0,2011-12,Luther Riley (10-22),2011
alcorn-state,SWAC,7,4,24,0.9294535484297058,30,30,30,0,2010-11,Larry Smith (4-24),2010
alcorn-state,SWAC,8,2,29,0.13778550895509667,30,30,30,0,2009-10,Larry Smith (2-29),2009
alcorn-state,SWAC,9,6,25,0.6403992006798794,30,30,30,0,2008-09,Larry Smith (6-25),2008
alcorn-state,SWAC,10,7,24,0.6549601615396919,30,30,30,0,2007-08,Samuel West (7-24),2007
alcorn-state,SWAC,11,11,19,0.8910176735897631,30,30,30,0,2006-07,Samuel West (11-19),2006
alcorn-state,SWAC,12,8,20,0.594064703201538,30,30,30,0,2005-06,Samuel West (8-20),2005
alcorn-state,SWAC,13,7,22,0.36298074286445015,30,30,30,0,2004-05,Samuel West (7-22),2004
alcorn-state,SWAC,14,11,18,0.6661886443203993,30,30,30,0,2003-04,Samuel West (11-18),2003
alcorn-state,SWAC,15,14,19,0.40134836767364024,30,30,30,0,2002-03,Davey Whitney (14-19),2002
alcorn-state,SWAC,16,21,10,0.6825295280019722,30,30,30,1,2001-02,Davey Whitney (21-10),2001
alcorn-state,SWAC,17,15,15,0.5777414803734094,30,30,30,0,2000-01,Davey Whitney (15-15),2000
alcorn-state,SWAC,18,19,10,0.8973130131629126,30,30,30,0,1999-00,Davey Whitney (19-10),1999
alcorn-state,SWAC,19,23,7,0.34409129286398665,30,30,30,1,1998-99,Davey Whitney (23-7),1998
alcorn-state,SWAC,20,12,15,0.7672607828378833,30,30,30,0,1997-98,Davey Whitney (12-15),1997
alcorn-state,SWAC,21,11,17,0.3817689684655128,30,30,30,0,1996-97,Davey Whitney (11-17),1996
alcorn-state,SWAC,22,10,15,0.9492520648649403,30,30,30,0,1995-96,Sam Weaver (10-15),1995
alcorn-state,SWAC,23,7,19,0.4929931441777694,30,30,30,0,1994-95,Sam Weaver (7-19),1994
alcorn-state,SWAC,24,3,24,0.38092047374521254,30,30,30,0,1993-94,Sam Weaver (3-24),1993
alcorn-state,SWAC,25,7,20,0.2972265909163161,30,30,30,0,1992-93,Lonnie Walker (7-20),1992
alcorn-state,SWAC,26,15,14,0.7367858411837666,30,30,30,0,1991-92,Lonnie Walker (15-14),1991
alcorn-state,SWAC,27,8,21,0.5799394573003464,30,30,30,0,1990-91,Lonnie Walker (8-21),1990
alcorn-state,SWAC,28,7,22,0.3571300721455828,30,30,30,0,1989-90,Lonnie Walker (7-22),1989
alcorn-state,SWAC,29,5,23,0.9969466860357518,30,30,30,0,1988-89,Davey Whitney (5-23),1988
alcorn-state,SWAC,30,8,21,0.39018339675738234,30,30,30,0,1987-88,Davey Whitney (8-21),1987
alcorn-state,SWAC,31,5,23,0.36215117599621904,30,30,30,0,1986-87,Davey Whitney (5-23),1986
alcorn-state,SWAC,32,16,13,0.8201589356380927,30,30,30,0,1985-86,Davey Whitney (16-13),1985
alcorn-state,SWAC,33,23,7,0.9224003319890087,30,30,30,0,1984-85,Davey Whitney (23-7),1984
alcorn-state,SWAC,34,21,10,0.473978634161479,30,30,30,1,1983-84,Davey Whitney (21-10),1983
alcorn-state,SWAC,35,22,10,0.5079843682295709,30,30,30,1,1982-83,Davey Whitney (22-10),1982
alcorn-state,SWAC,36,22,8,0.8762912490856759,30,30,30,1,1981-82,Davey Whitney (22-8),1981
alcorn-state,SWAC,37,17,12,0.6142227431939294,30,30,30,0,1980-81,Davey Whitney (17-12),1980
alcorn-state,SWAC,38,28,2,0.26103924095683484,30,30,30,2,1979-80,Davey Whitney (28-2),1979
alcorn-state,SWAC,39,28,1,0.29605586007413276,30,30,30,0,1978-79,Davey Whitney (28-1),1978
alcorn-state,SWAC,40,22,7,0.2695549644837194,30,30,30,0,1977-78,Davey Whitney (22-7),1977
allegheny,Ind,1,10,1,0.9985364856520469,30,30,30,0,1915-16,Charles Hammett (10-1),1915
allegheny,Ind,2,11,1,0.9057705910405267,30,30,30,0,1914-15,Charles Hammett (11-1),1914
allegheny,Ind,3,8,5,0.7283522171135957,30,30,30,0,1913-14,Charles Hammett (8-5),1913
allegheny,Ind,4,9,2,0.11983125983734921,30,30,30,0,1912-13,David Dunlap (9-2),1912
allegheny,Ind,5,11,1,0.23981984941304169,30,30,30,0,1911-12,James Stewart (11-1),1911
allegheny,Ind,6,9,2,0.8000137113869267,30,30,30,0,1910-11,James Stewart (9-2),1910
allegheny,Ind,7,8,3,0.5892246485505681,30,30,30,0,1909-10,James Stewart (8-3),1909
allegheny,Ind,8,11,2,0.26093439271341434,30,30,30,0,1908-09,James Stewart (11-2),1908
allegheny,Ind,9,12,0,0.8114227433295889,30,30,30,0,1907-08,James Stewart (12-0),1907
allegheny,Ind,10,10,1,0.030157672129462076,30,30,30,0,1906-07,No coach,1906
allegheny,Ind,11,12,5,0.6078594816604461,30,30,30,0,1905-06,No coach,1905
allegheny,Ind,12,10,2,0.8876091364731441,30,30,30,0,1904-05,No coach,1904
allegheny,Ind,13,13,2,0.015864523944314035,30,30,30,0,1903-04,No coach,1903
allegheny,Ind,14,10,2,0.744738298247006,30,30,30,0,1902-03,No coach,1902
allegheny,Ind,15,12,1,0.8787111819412662,30,30,30,0,1901-02,No coach,1901
allegheny,Ind,16,14,2,0.44976533821770337,30,30,30,0,1900-01,No coach,1900
allegheny,Ind,17,10,4,0.3401147866809544,30,30,30,0,1899-00,No coach,1899
allegheny,Ind,18,8,1,0.43475579362092875,30,30,30,0,1898-99,No coach,1898
allegheny,Ind,19,2,2,0.5320315146708814,30,30,30,0,1897-98,No coach,1897
allegheny,Ind,20,0,1,0.04349126213262933,30,30,30,0,1896-97,No coach,1896
allegheny,Ind,21,1,1,0.4966941531519803,30,30,30,0,1895-96,No coach,1895
american,Patriot,1,8,22,0.5220550299289117,30,30,30,0,2016-17,Mike Brennan (8-22),2016
american,Patriot,2,12,19,0.11464134204539678,30,30,30,0,2015-16,Mike Brennan (12-19),2015
american,Patriot,3,17,16,0.7145098394833705,30,30,30,0,2014-15,Mike Brennan (17-16),2014
american,Patriot,4,20,13,0.7673806425782175,30,30,30,2,2013-14,Mike Brennan (20-13),2013
american,Patriot,5,10,20,0.6153156534727774,30,30,30,0,2012-13,Jeff Jones (10-20),2012
american,Patriot,6,20,12,0.03967390839697249,30,30,30,0,2011-12,Jeff Jones (20-12),2011
american,Patriot,7,22,9,0.8465279262194915,30,30,30,0,2010-11,Jeff Jones (22-9),2010
american,Patriot,8,11,20,0.18912452122584034,30,30,30,0,2009-10,Jeff Jones (11-20),2009
american,Patriot,9,24,8,0.09234862020202761,30,30,30,1,2008-09,Jeff Jones (24-8),2008
american,Patriot,10,21,12,0.3744994307553088,30,30,30,1,2007-08,Jeff Jones (21-12),2007
american,Patriot,11,16,14,0.6397723544602151,30,30,30,0,2006-07,Jeff Jones (16-14),2006
american,Patriot,12,12,17,0.3445208647964121,30,30,30,0,2005-06,Jeff Jones (12-17),2005
american,Patriot,13,16,12,0.5617433356345892,30,30,30,0,2004-05,Jeff Jones (16-12),2004
american,Patriot,14,18,13,0.2432904586564293,30,30,30,0,2003-04,Jeff Jones (18-13),2003
american,Patriot,15,16,14,0.26472978879278586,30,30,30,0,2002-03,Jeff Jones (16-14),2002
american,Patriot,16,18,12,0.6819575513241509,30,30,30,0,2001-02,Jeff Jones (18-12),2001
american,CAA,17,7,20,0.27593492569030365,30,30,30,0,2000-01,Jeff Jones (7-20),2000
american,CAA,18,11,18,0.0494131304644817,30,30,30,0,1999-00,Art Perry (11-18),1999
american,CAA,19,7,21,0.07773794863358552,30,30,30,0,1998-99,Art Perry (7-21),1998
american,CAA,20,9,19,0.09696911000277186,30,30,30,0,1997-98,Art Perry (9-19),1997
american,CAA,21,11,16,0.17470637380426202,30,30,30,0,1996-97,Chris Knoche (11-16),1996
american,CAA,22,12,15,0.18491609320119562,30,30,30,0,1995-96,Chris Knoche (12-15),1995
american,CAA,23,9,19,0.3455308990431868,30,30,30,0,1994-95,Chris Knoche (9-19),1994
american,CAA,24,8,19,0.10209625589302329,30,30,30,0,1993-94,Chris Knoche (8-19),1993
american,CAA,25,11,17,0.1467468249494026,30,30,30,0,1992-93,Chris Knoche (11-17),1992
american,CAA,26,11,18,0.25740484980658374,30,30,30,0,1991-92,Chris Knoche (11-18),1991
american,CAA,27,15,14,0.2290089280017068,30,30,30,0,1990-91,Chris Knoche (15-14),1990
american,CAA,28,20,9,0.6105822337754798,30,30,30,0,1989-90,Ed Tapscott (20-9),1989
american,CAA,29,17,11,0.4093578318182912,30,30,30,0,1988-89,Ed Tapscott (17-11),1988
american,CAA,30,14,14,0.8458161502736199,30,30,30,0,1987-88,Ed Tapscott (14-14),1987
american,CAA,31,13,14,0.5856901294776105,30,30,30,0,1986-87,Ed Tapscott (13-14),1986
american,CAA,32,10,18,0.9059037737642296,30,30,30,0,1985-86,Ed Tapscott (10-18),1985
american,ECACS,33,9,19,0.24843390489710504,30,30,30,0,1984-85,Ed Tapscott (9-19),1984
american,ECC,34,6,22,0.24115253949191207,30,30,30,0,1983-84,Ed Tapscott (6-22),1983
american,ECC,35,20,10,0.872506628203093,30,30,30,0,1982-83,Ed Tapscott (20-10),1982
american,ECC,36,21,9,0.6285698440147682,30,30,30,0,1981-82,Gary Williams (21-9),1981
american,ECC,37,24,6,0.20433570208273966,30,30,30,0,1980-81,Gary Williams (24-6),1980
american,ECC,38,13,14,0.6481749275546352,30,30,30,0,1979-80,Gary Williams (13-14),1979
american,ECC,39,14,13,0.6538096031498708,30,30,30,0,1978-79,Gary Williams (14-13),1978
american,ECC,40,16,12,0.07335273677815812,30,30,30,0,1977-78,Jim Lynam (16-12),1977
american,ECC,41,13,13,0.5882024351856915,30,30,30,0,1976-77,Jim Lynam (13-13),1976
american,ECC,42,9,16,0.7234634824224497,30,30,30,0,1975-76,Jim Lynam (9-16),1975
american,ECC,43,16,10,0.573106795858108,30,30,30,0,1974-75,Jim Lynam (16-10),1974
american,Mid-Atl,44,16,10,0.240052733688216,30,30,30,0,1973-74,Jim Lynam (16-10),1973
american,Mid-Atl,45,21,5,0.5805408025350278,30,30,30,0,1972-73,Tom Young (21-5),1972
american,Mid-Atl,46,16,8,0.38724032390640417,30,30,30,0,1971-72,Tom Young (16-8),1971
american,Mid-Atl,47,13,12,0.22882910220654085,30,30,30,0,1970-71,Tom Young (13-12),1970
american,Mid-Atl,48,11,12,0.3912968666409804,30,30,30,0,1969-70,Tom Young (11-12),1969
american,Mid-Atl,49,4,19,0.7066674634429245,30,30,30,0,1968-69,Alan Kyber (4-19),1968
american,Mid-Atl,50,14,12,0.2901218908955939,30,30,30,0,1967-68,Alan Kyber (14-12),1967
american,Mid-Atl,51,16,8,0.3484937378341809,30,30,30,0,1966-67,Alan Kyber (16-8),1966
appalachian-state,Sun Belt,1,9,21,0.9916449941617558,30,30,30,0,2016-17,Jim Fox (9-21),2016
appalachian-state,Sun Belt,2,9,22,0.5609062380064682,30,30,30,0,2015-16,Jim Fox (9-22),2015
appalachian-state,Sun Belt,3,12,17,0.29632143183335335,30,30,30,0,2014-15,Jim Fox (12-17),2014
appalachian-state,Southern,4,9,21,0.6823678973854859,30,30,30,0,2013-14,Jason Capel (9-21),2013
appalachian-state,Southern,5,15,16,0.23820788928187808,30,30,30,0,2012-13,Jason Capel (15-16),2012
appalachian-state,Southern,6,13,18,0.48309703445062524,30,30,30,0,2011-12,Jason Capel (13-18),2011
appalachian-state,Southern,7,16,15,0.41722713212598295,30,30,30,0,2010-11,Jason Capel (16-15),2010
appalachian-state,Southern,8,24,13,0.40807276635726575,30,30,30,0,2009-10,Buzz Peterson (24-13),2009
appalachian-state,Southern,9,13,18,0.1933367704376694,30,30,30,0,2008-09,Houston Fancher (13-18),2008
appalachian-state,Southern,10,18,13,0.3405863166157198,30,30,30,0,2007-08,Houston Fancher (18-13),2007
appalachian-state,Southern,11,25,8,0.13891327481360705,30,30,30,0,2006-07,Houston Fancher (25-8),2006
appalachian-state,Southern,12,14,16,0.6572688683830755,30,30,30,0,2005-06,Houston Fancher (14-16),2005
appalachian-state,Southern,13,18,12,0.8488759453695393,30,30,30,0,2004-05,Houston Fancher (18-12),2004
appalachian-state,Southern,14,9,21,0.40266424103171905,30,30,30,0,2003-04,Houston Fancher (9-21),2003
appalachian-state,Southern,15,19,10,0.7200240205053158,30,30,30,0,2002-03,Houston Fancher (19-10),2002
appalachian-state,Southern,16,10,18,0.4517714466495354,30,30,30,0,2001-02,Houston Fancher (10-18),2001
appalachian-state,Southern,17,11,20,0.542569358550227,30,30,30,0,2000-01,Houston Fancher (11-20),2000
appalachian-state,Southern,18,23,9,0.28590702300627746,30,30,30,1,1999-00,Buzz Peterson (23-9),1999
appalachian-state,Southern,19,21,8,0.08624727692137046,30,30,30,0,1998-99,Buzz Peterson (21-8),1998
appalachian-state,Southern,20,21,8,0.45800429541309773,30,30,30,0,1997-98,Buzz Peterson (21-8),1997
appalachian-state,Southern,21,14,14,0.8249784543403451,30,30,30,0,1996-97,Buzz Peterson (14-14),1996
appalachian-state,Southern,22,8,20,0.049670887057765234,30,30,30,0,1995-96,Tom Apke (8-20),1995
appalachian-state,Southern,23,9,20,0.8815311935525354,30,30,30,0,1994-95,Tom Apke (9-20),1994
appalachian-state,Southern,24,16,11,0.5848423592040211,30,30,30,0,1993-94,Tom Apke (16-11),1993
appalachian-state,Southern,25,13,15,0.9756324617752308,30,30,30,0,1992-93,Tom Apke (13-15),1992
appalachian-state,Southern,26,15,14,0.6754813311644406,30,30,30,0,1991-92,Tom Apke (15-14),1991
appalachian-state,Southern,27,16,14,0.23559897414805175,30,30,30,0,1990-91,Tom Apke (16-14),1990
appalachian-state,Southern,28,19,11,0.7545388552973139,30,30,30,0,1989-90,Tom Apke (19-11),1989
appalachian-state,Southern,29,20,8,0.9709990759906679,30,30,30,0,1988-89,Tom Apke (20-8),1988
appalachian-state,Southern,30,16,13,0.08518257699259191,30,30,30,0,1987-88,Tom Apke (16-13),1987
appalachian-state,Southern,31,7,21,0.07082484016120305,30,30,30,0,1986-87,Tom Apke (7-21),1986
appalachian-state,Southern,32,17,12,0.34687598166907596,30,30,30,0,1985-86,Kevin Cantwell (17-12),1985
appalachian-state,Southern,33,14,14,0.32064216081331376,30,30,30,0,1984-85,Kevin Cantwell (14-14),1984
appalachian-state,Southern,34,13,16,0.09786668917352659,30,30,30,0,1983-84,Kevin Cantwell (13-16),1983
appalachian-state,Southern,35,6,21,0.6205225883761707,30,30,30,0,1982-83,Kevin Cantwell (6-21),1982
appalachian-state,Southern,36,11,15,0.207068517656829,30,30,30,0,1981-82,Kevin Cantwell (11-15),1981
appalachian-state,Southern,37,20,9,0.27924168828393703,30,30,30,0,1980-81,Bobby Cremins (20-9),1980
appalachian-state,Southern,38,12,16,0.8668676834298944,30,30,30,0,1979-80,Bobby Cremins (12-16),1979
appalachian-state,Southern,39,23,6,0.9143078104978986,30,30,30,2,1978-79,Bobby Cremins (23-6),1978
appalachian-state,Southern,40,15,13,0.9471370363363925,30,30,30,0,1977-78,Bobby Cremins (15-13),1977
appalachian-state,Southern,41,17,12,0.7390207459713218,30,30,30,0,1976-77,Bobby Cremins (17-12),1976
appalachian-state,Southern,42,13,14,0.202603253151581,30,30,30,0,1975-76,Bobby Cremins (13-14),1975
appalachian-state,Southern,43,3,23,0.8622486847349214,30,30,30,0,1974-75,"Press Maravich (1-11), Russ Bergman (2-12)",1974
appalachian-state,Southern,44,5,20,0.4761188633876592,30,30,30,0,1973-74,Press Maravich (5-20),1973
appalachian-state,Southern,45,6,20,0.10139070481842138,30,30,30,0,1972-73-nm,Press Maravich (6-20),1972
arizona-state,Pac-12,1,15,18,0.19224865190992235,30,30,30,0,2016-17,Bobby Hurley (15-18),2016
arizona-state,Pac-12,2,15,17,0.8554189546396597,30,30,30,0,2015-16,Bobby Hurley (15-17),2015
arizona-state,Pac-12,3,18,16,0.6358434059157707,30,30,30,0,2014-15,Herb Sendek (18-16),2014
arizona-state,Pac-12,4,21,12,0.2805641771483173,30,30,30,2,2013-14,Herb Sendek (21-12),2013
arizona-state,Pac-12,5,22,13,0.25206830870689345,30,30,30,0,2012-13,Herb Sendek (22-13),2012
arizona-state,Pac-12,6,10,21,0.7856157055610574,30,30,30,0,2011-12,Herb Sendek (10-21),2011
arizona-state,Pac-10,7,12,19,0.6248630854418259,30,30,30,0,2010-11,Herb Sendek (12-19),2010
arizona-state,Pac-10,8,22,11,0.7992242490948744,30,30,30,0,2009-10,Herb Sendek (22-11),2009
arizona-state,Pac-10,9,25,10,0.01815769752505536,15,14,19,2,2008-09,Herb Sendek (25-10),2008
arizona-state,Pac-10,10,21,13,0.14231448506132738,30,22,30,0,2007-08,Herb Sendek (21-13),2007
arizona-state,Pac-10,11,8,22,0.10558829569728978,30,30,30,0,2006-07,Herb Sendek (8-22),2006
arizona-state,Pac-10,12,11,17,0.28526387330942826,30,30,30,0,2005-06,Rob Evans (11-17),2005
arizona-state,Pac-10,13,18,14,0.7542659136701777,30,30,30,0,2004-05,Rob Evans (18-14),2004
arizona-state,Pac-10,14,10,17,0.864918537527769,30,30,30,0,2003-04,Rob Evans (10-17),2003
arizona-state,Pac-10,15,20,12,0.4054126489648219,30,30,30,2,2002-03,Rob Evans (20-12),2002
arizona-state,Pac-10,16,14,15,0.4440889292028569,30,30,30,0,2001-02,Rob Evans (14-15),2001
arizona-state,Pac-10,17,13,16,0.08783454022429538,30,30,30,0,2000-01,Rob Evans (13-16),2000
arizona-state,Pac-10,18,19,13,0.5016256086218971,30,30,30,0,1999-00,Rob Evans (19-13),1999
arizona-state,Pac-10,19,14,16,0.5376560734899393,30,30,30,0,1998-99,Rob Evans (14-16),1998
arizona-state,Pac-10,20,18,14,0.3614484637146096,30,30,30,0,1997-98,Don Newman (18-14),1997
arizona-state,Pac-10,21,10,20,0.601977208942919,30,30,30,0,1996-97,Bill Frieder (10-20),1996
arizona-state,Pac-10,22,11,16,0.028799851392263154,30,30,30,0,1995-96,Bill Frieder (11-16),1995
arizona-state,Pac-10,23,24,9,0.3475274996717579,30,12,16,8,1994-95,Bill Frieder (24-9),1994
arizona-state,Pac-10,24,15,13,0.17877173379553124,30,30,30,0,1993-94,Bill Frieder (15-13),1993
arizona-state,Pac-10,25,18,10,0.8338356062685478,30,30,30,0,1992-93,Bill Frieder (18-10),1992
arizona-state,Pac-10,26,19,14,0.837850299774636,24,24,30,0,1991-92,Bill Frieder (19-14),1991
arizona-state,Pac-10,27,20,10,0.7456138313967521,30,30,30,2,1990-91,Bill Frieder (20-10),1990
arizona-state,Pac-10,28,15,16,0.4234861305995835,30,30,30,0,1989-90,Bill Frieder (15-16),1989
arizona-state,Pac-10,29,12,16,0.09722974762688152,30,30,30,0,1988-89,"Bob Schermerhorn (2-7), Steve Patterson (10-9)",1988
arizona-state,Pac-10,30,13,16,0.3238023561619553,30,30,30,0,1987-88,Steve Patterson (13-16),1987
arizona-state,Pac-10,31,11,17,0.26873565947400424,30,30,30,0,1986-87,Steve Patterson (11-17),1986
arizona-state,Pac-10,32,14,14,0.014181174169391464,30,30,30,0,1985-86,Steve Patterson (14-14),1985
arizona-state,Pac-10,33,12,16,0.7017969683774927,30,30,30,0,1984-85,Bob Weinhauer (12-16),1984
arizona-state,Pac-10,34,13,15,0.3578832206175675,30,30,30,0,1983-84,Bob Weinhauer (13-15),1983
arizona-state,Pac-10,35,19,14,0.47846362099986095,30,30,30,0,1982-83,Bob Weinhauer (19-14),1982
arizona-state,Pac-10,36,13,14,0.6354114662162371,30,30,30,0,1981-82,Ned Wulk (13-14),1981
arizona-state,Pac-10,37,24,4,0.5996891118114603,30,3,3,2,1980-81,Ned Wulk (24-4),1980
arizona-state,Pac-10,38,22,7,0.3358318137151377,30,15,18,2,1979-80,Ned Wulk (22-7),1979
arizona-state,Pac-10,39,16,14,0.9217801421991061,30,30,30,0,1978-79,Ned Wulk (16-14),1978
arizona-state,WAC,40,13,14,0.3288183223613137,30,30,30,0,1977-78,Ned Wulk (13-14),1977
arizona-state,WAC,41,15,13,0.37574376354005934,30,30,30,0,1976-77,Ned Wulk (15-13),1976
arizona-state,WAC,42,16,11,0.0676522341115462,18,18,30,0,1975-76,Ned Wulk (16-11),1975
arizona-state,WAC,43,25,4,0.0238098188121747,30,7,8,16,1974-75,Ned Wulk (25-4),1974
arizona-state,WAC,44,18,9,0.9431607687747721,30,20,30,0,1973-74,Ned Wulk (18-9),1973
arizona-state,WAC,45,19,9,0.9648137973093669,30,16,16,8,1972-73,Ned Wulk (19-9),1972
arizona-state,WAC,46,18,8,0.9883520078723865,30,17,30,0,1971-72,Ned Wulk (18-8),1971
arizona-state,WAC,47,16,10,0.9300145491217671,30,30,30,0,1970-71,Ned Wulk (16-10),1970
arizona-state,WAC,48,4,22,0.04939917512207026,30,30,30,0,1969-70,Ned Wulk (4-22),1969
arizona-state,WAC,49,11,15,0.8010139844336759,30,30,30,0,1968-69,Ned Wulk (11-15),1968
arizona-state,WAC,50,11,17,0.30995528048321386,30,30,30,0,1967-68,Ned Wulk (11-17),1967
